,zcr_mean,sc_mean,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_mean20,zcr_vcr,sc_var,mfcc_var1,mfcc_var2,mfcc_var3,mfcc_var4,mfcc_var5,mfcc_var6,mfcc_var7,mfcc_var8,mfcc_var9,mfcc_var10,mfcc_var11,mfcc_var12,mfcc_var13,mfcc_var14,mfcc_var15,mfcc_var16,mfcc_var17,mfcc_var18,mfcc_var19,mfcc_var20,label
20,-0.602540667,-0.275712315,0.6858345,0.028317503,0.120042945,-0.084394613,0.131373261,0.768204388,0.278688928,-0.103948153,-0.190727388,0.048854552,0.372092675,-0.282490483,-0.503120274,-0.530354029,0.34562167,-0.126868323,-0.492886831,-0.30347908,-0.027304448,0.381444497,-0.9133769,-0.857619715,-0.818038208,-0.785749814,-0.809180433,-0.89594899,-0.817610901,-0.810370962,-0.818411055,-0.84804091,-0.912837878,-0.853721107,-0.686516014,-0.776546554,-0.691089742,-0.882565412,-0.905065405,-0.932412419,-0.808147054,-0.780803359,-0.905408986,-0.647351403,music
21,-0.430843491,-0.008592792,0.985919519,-0.173242052,0.096714028,0.190538256,-0.08937671,0.681407558,0.001726055,-0.209929475,-0.152300626,0.074393006,-0.064056691,-0.466912425,-0.403091871,-0.62993611,-0.044413128,-0.416089344,-0.414539297,0.049062482,0.092647498,0.207242841,-0.884218363,-0.84572375,-0.884782548,-0.848836848,-0.944691001,-0.83587081,-0.737610448,-0.92508187,-0.766869762,-0.79858592,-0.793670618,-0.843128581,-0.46337352,-0.518297286,-0.483247969,-0.852473188,-0.760180894,-0.835077406,-0.499464752,-0.804685084,-0.81128483,-0.754125186,music
22,-0.64346427,-0.208911605,0.648088679,0.041149323,-0.037946273,-0.160382861,0.012306278,0.468145171,0.154747947,0.151800575,0.037024928,-0.052721772,0.131879728,-0.275955869,-0.216438368,-0.481365177,-0.073073325,-0.171525698,-0.362757232,-0.229647577,-0.182498402,0.043053169,-0.916786705,-0.779256179,-0.735873547,-0.813265777,-0.598692937,-0.623860147,-0.657642403,-0.776409641,-0.627157801,-0.745182658,-0.822291205,-0.62709642,-0.522782226,-0.756018191,-0.501115561,-0.773730244,-0.824316908,-0.788128247,-0.723628791,-0.667722492,-0.862441615,-0.865891908,music
23,-0.629008752,-0.473732142,0.239119451,0.329936938,-0.614356364,-0.497557864,-0.332841009,-0.264217979,-0.314539788,-0.748731449,-0.409183356,-0.809596725,-0.148398786,-0.354741963,-0.327423936,-0.516383739,0.11232365,-0.049674955,0.11666277,0.157097407,-0.010678715,-0.155177907,-0.994720913,-0.997618052,-0.985258555,-0.996476746,-0.972312764,-0.985741874,-0.956496165,-0.967837033,-0.967770355,-0.944305793,-0.983659258,-0.914696939,-0.916933247,-0.947969234,-0.914254014,-0.92048267,-0.963570416,-0.97143763,-0.930542994,-0.94173346,-0.942910913,-0.920211434,music
24,-0.773648165,-0.602250011,0.38444813,0.428273155,-0.329343803,0.856299423,0.17601252,0.297770842,0.486365009,-0.070014202,-0.00984635,-0.465024267,-0.2146275,-0.469609545,-0.176075351,-0.643814976,0.20831842,0.012192618,-0.342897632,-0.098052597,0.092693444,-0.128010295,-0.983511063,-0.980998869,-0.938996991,-0.909059171,-0.892172417,-0.65491377,-0.916093357,-0.918003613,-0.818615058,-0.779490924,-0.852976942,-0.824913762,-0.827928306,-0.853295802,-0.866512822,-0.896399193,-0.741001073,-0.673319,-0.931875027,-0.871854188,-0.889247873,-0.918926956,music
25,-0.707772789,-0.219848487,0.283876044,-0.062181599,0.152028101,0.168562275,0.080342036,0.520938297,0.433737422,0.248804291,0.065343445,0.35271455,0.293297093,-0.006587704,-0.217612573,-0.52146789,0.15094503,-0.104401435,-0.122851103,0.402794753,-0.148576209,-0.797693103,-0.971500372,-0.894750206,-0.921291193,-0.945393349,-0.876336379,-0.781780353,-0.921578543,-0.887173534,-0.741877388,-0.606521443,-0.794077693,-0.834507785,-0.606231187,-0.495023149,-0.520105629,-0.773139494,-0.835688207,-0.803916621,-0.630020684,-0.665909418,-0.726073137,-0.186462411,music
26,-0.727939752,-0.652243773,0.421519652,0.638236772,-0.472898364,-0.137884507,0.03270328,-0.364266332,-0.435374256,-0.58507999,0.033191753,0.116176912,0.042057027,-0.506323264,-0.628829241,-1,-0.284510702,-0.509832229,-0.640632271,-0.24632531,0.221703705,0.405549185,-0.994929716,-0.989114024,-0.963039922,-0.904422318,-0.886815838,-0.927003163,-0.905021458,-0.927773562,-0.95109631,-0.951546088,-0.854410749,-0.46618453,-0.825663503,-0.837440345,-0.860718649,-0.8259553,-0.855521847,-0.889232285,-0.925738297,-0.898483955,-0.865332065,-0.719565571,music
27,-0.557354539,-0.177252804,0.222466838,-0.04288108,-0.474428707,0.039546167,0.184645811,-0.057080125,-0.320467979,-0.249959162,-0.355332884,-0.139635486,-0.451827159,-0.322072761,-0.212367081,-0.336662147,0.387953573,0.25092982,0.226815799,0.662305783,0.497811634,0.256619782,-0.923734886,-0.921973807,-0.897569252,-0.955390514,-0.799245818,-0.864085488,-0.946927958,-0.669759475,-0.921809565,-0.877606678,-0.749626156,-0.917314605,-0.850754266,-0.881158554,-0.917329829,-0.897959764,-0.90881241,-0.857831535,-0.790423363,-0.829419909,-0.864537293,-0.867030972,music
28,-0.492119384,-0.304782807,0.088360371,0.098509672,-0.247347736,-0.216836152,0.015717623,0.070391394,0.09727504,0.038873925,-0.22994849,-0.568865292,-0.087412813,-0.018424519,-0.097852645,-0.489866109,0.016011528,-0.216026717,-0.298755262,0.057359279,0.651729713,0.215457025,-0.758580798,-0.595503279,-0.831518214,-0.215977772,-0.852342739,-0.899126442,-0.93790554,-0.86694589,-0.940833063,-0.81491207,-0.871782693,-0.498176984,-0.465083518,0.465886951,-0.561135139,-0.271887469,-0.820741663,-0.723204482,-0.617363039,-0.769692097,-0.025015845,0.291597471,music
29,-0.546470781,-0.199093196,0.414700057,0.023572468,-0.185386314,0.066181626,-0.40980421,0.254588089,-0.58082927,-0.225898324,-0.169953071,-0.372155338,-0.243763451,-0.173045886,-0.429252422,-0.521568226,0.115893971,-0.405959331,0.169761661,0.435780856,0.290185711,0.310110396,-0.908029282,-0.766137403,-0.515216154,-0.784194263,-0.759970056,-0.836436514,-0.76220316,-0.766523416,-0.934357565,-0.737145183,-0.895396015,-0.51689285,-0.873628101,-0.861431209,-0.539924971,-0.543361997,-0.643396287,-0.864225977,-0.562779628,-0.532897765,-0.235769783,-0.633228584,music
30,-0.751442603,-0.478321729,0.155681022,0.054558559,-0.253307804,0.234579309,0.410337916,0.343960709,0.062686245,0.489667732,0.355516336,0.241354273,0.113367673,0.173797382,0.054728349,0.01475333,0.613492147,0.078238755,-0.086850219,0.137936232,0.363949524,0.752558742,-0.916855803,-0.923381603,-0.897992851,-0.951573384,-0.610320505,-0.911309501,-0.902999523,-0.43503063,-0.801206201,-0.591635387,-0.83799221,-0.569421838,-0.936295553,-0.839384122,-0.872809419,-0.67782266,-0.928305061,-0.940365678,-0.924915155,-0.704939033,-0.924803885,-0.813755793,music
31,-0.544550118,-0.123590644,0.62169141,0.049824842,0.116308679,-0.25324348,-0.196846037,0.206143607,0.160325125,0.259051955,0.067472762,0.317771143,0.294044616,0.094763377,-0.201494027,-0.54090626,0.171051431,-0.015033344,-0.566588872,0.084280269,0.533959749,0.212162496,-0.968688943,-0.83975419,-0.948699961,-0.888576384,-0.907402784,-0.869777385,-0.960624596,-0.886430136,-0.821939777,-0.776209128,-0.87035313,-0.597914835,-0.775952472,-0.71657194,-0.706792601,-0.917603486,-0.877649206,-0.950502182,-0.856245968,-0.931140845,-0.859065598,-0.735683683,music
32,-0.810022829,-0.59117576,0.241510538,0.342267651,0.147954794,-0.001080934,0.303946794,0.373880551,0.089978375,0.168064441,0.16891649,-0.194969425,-0.275430225,-0.179880529,-0.256253967,-0.570721564,-0.168386375,-0.487719622,-0.250813026,0.257399837,0.431458787,0.533792394,-0.995953462,-0.952902057,-0.93620799,-0.877928637,-0.893471756,-0.924511305,-0.924000993,-0.921030163,-0.81628617,-0.775282783,-0.945356835,-0.89069366,-0.803889377,-0.889504746,-0.809160915,-0.684899372,-0.909061229,-0.88406962,-0.168441679,-0.155342473,-0.711773773,-0.751954515,music
33,-0.501941723,-0.048257615,0.868935179,-0.110733227,-0.082928251,-0.075509208,0.390586865,0.330608948,-0.347785051,0.352535113,0.073002335,0.248907816,-0.151162071,-0.261890828,-0.088001993,-0.444437493,-0.024522872,-0.436940963,-0.606600189,-0.414895717,-0.160634327,-0.123724207,-0.962816083,-0.839039532,-0.892658098,-0.875245062,-0.934686429,-0.936590313,-0.900956709,-0.922686075,-0.89652248,-0.860386924,-0.910615298,-0.916041551,-0.884923513,-0.91272408,-0.906032937,-0.851399237,-0.912984539,-0.940745238,-0.905300981,-0.84592339,-0.859948778,-0.778659585,music
34,-0.780319942,-0.594891886,-0.326171084,0.270885846,0.164241551,-0.835414799,0.187950485,0.450845651,0.174716193,-0.011907864,-0.142561599,-0.380855764,-0.090918223,-0.132367534,0.043635896,-0.317259582,0.271675937,-0.386363126,-0.285374719,-0.288648663,-0.029998877,-0.170585761,-0.99444074,-0.885322789,-0.985797906,-0.961081865,-0.947750773,-0.898349286,-0.948486543,-0.806720053,-0.882706166,-0.926201485,-0.952237504,-0.846268988,-0.978970239,-0.908293419,-0.928057009,-0.930641436,-0.932618662,-0.893074973,-0.873938496,-0.870103524,-0.928072393,-0.856301176,music
35,-0.595599323,-0.171630818,0.513857846,0.027677959,-0.059508801,0.013627887,-0.016253228,0.425185997,-0.082795534,0.149200539,-0.041489351,-0.010929629,0.150922176,-0.401718348,-0.37560136,-0.540819222,-0.277630545,-0.254366816,-0.601941206,-0.160509152,-0.226922728,-0.020612476,-0.930993701,-0.768431269,-0.852883514,-0.752821943,-0.813689587,-0.887313134,-0.913532194,-0.919270609,-0.903454522,-0.920314965,-0.881252263,-0.843699723,-0.599773547,-0.739915014,-0.631924178,-0.74569663,-0.91629521,-0.842320829,-0.900114901,-0.849785327,-0.830428195,-0.808010384,music
36,-0.65286541,-0.383374753,0.964422925,0.201855503,-0.213313552,0.334482564,0.02637413,0.207459094,0.131106488,-0.229410544,0.080449106,0.10770905,-0.451805414,-0.129654324,-0.285724426,-0.280890625,0.337879518,-0.096357443,-0.411271382,-0.348453686,0.009342544,0.333176985,-0.935606172,-0.929439607,-0.87756515,-0.884284324,-0.828330809,-0.931266025,-0.954236481,-0.907524335,-0.834287869,-0.878906955,-0.851187515,-0.824349841,-0.677717572,-0.402784588,-0.652965804,-0.828059484,-0.87877802,-0.88254951,-0.772170455,-0.775395607,-0.875383647,-0.745845215,music
37,-0.79679721,-0.559662403,-0.131315832,0.280584634,0.218360324,0.068573298,-0.056131376,-0.096471888,-0.050594533,-0.415495494,-0.190394113,-0.225705602,-0.447416358,-0.710440805,-0.46328357,-0.493065641,0.165956139,-0.616154009,-0.509804658,0.101317602,-0.02087805,-0.112975256,-0.977433785,-0.788271723,-0.879470919,-0.565594143,-0.432522122,-0.351104148,-0.613785201,-0.649442515,-0.760950046,-0.649151391,-0.831256283,-0.675719038,-0.640474958,-0.321193483,-0.732209142,-0.375385313,-0.873533425,-0.869064295,-0.809588305,-0.874275705,-0.923622992,-0.869968126,music
38,-0.434448947,-0.302865865,0.361026773,-0.029652998,-0.645026623,0.319098933,0.447829747,-0.032264236,0.083860575,0.4604365,0.065126392,0.373553859,0.203440227,0.19464678,0.032454304,-0.133787522,0.46790009,0.080723876,0.276219728,0.434395793,0.215724952,-0.097058307,-0.850850459,-0.926788141,-0.932527212,-0.922586373,-0.808944583,-0.922834366,-0.933780795,-0.772209253,-0.845831057,-0.710532604,-0.770936406,-0.811226042,-0.556963765,-0.700391965,-0.889177701,-0.802225388,-0.604270421,-0.53793331,-0.353886843,-0.734687696,-0.752619947,-0.633940203,music
39,-0.349299548,-0.286672872,0.64844098,0.145185569,-0.370203897,0.803376334,-0.06849844,0.455572578,-0.214225474,0.357939646,0.159937326,-0.128923204,-0.435534018,-0.199676834,-0.099169693,-0.421901291,0.231371005,-0.58657592,-0.546312801,-0.477184378,0.031657369,0.501686013,-0.903850723,-0.947998623,-0.943604163,-0.882586901,-0.818236935,-0.913435246,-0.908809728,-0.896680239,-0.907221576,-0.791373593,-0.921644539,-0.915588709,-0.823978363,-0.796283928,-0.798644043,-0.835933537,-0.89041641,-0.913607538,-0.764229351,-0.866997315,-0.92558356,-0.816735485,music
40,-0.334591312,-0.11055834,0.770242152,-0.077838547,-0.57600723,-0.113843703,-0.053183598,0.375415583,0.292249014,0.288728985,-0.072737367,-0.512965671,-0.187052716,-0.206437217,-0.08292137,-0.215916653,0.388433332,-0.104514643,-0.359486455,-0.120820398,0.103831499,-0.332190239,-0.836649963,-0.82394123,-0.638618416,-0.64381227,-0.672716418,-0.776682232,-0.913410459,-0.708225002,-0.766231206,-0.536811685,-0.570970675,-0.260392103,0.314034851,0.109102797,-0.247000798,-0.530474497,-0.745136026,-0.691947614,-0.308923415,-0.576811899,-0.349721217,-0.42169111,music
41,-0.54323598,-0.350778505,0.456848459,0.193791537,-0.450725532,0.330998795,-0.163080707,0.264820871,-0.02335775,0.042275038,-0.093646241,-0.076717197,-0.26046205,-0.421744608,-0.160551403,-0.437451969,0.10535923,-0.354569823,-0.344301021,0.038772538,0.092623905,-0.294395237,-0.969236921,-0.96059402,-0.873007779,-0.940025187,-0.975304392,-0.985726419,-0.938418332,-0.941121407,-0.858811166,-0.927026153,-0.923613995,-0.93600399,-0.873148107,-0.896269548,-0.821438182,-0.852460524,-0.946571943,-0.921448593,-0.765001426,-0.843357615,-0.914409855,-0.877601877,music
